,SAMPLE_ID,Q12,Q18,Q24,Q26_001,Q40_001_UNIT1,Q40_001_UNIT2,Q66
0,10100106.0,1.0,6.0,6.0,10.0,3.0,-1.0,6.0
1,10100111.0,1.0,2.0,20.0,20.0,20.0,-1.0,4.0
2,10100131.0,1.0,6.0,6.0,3.0,4.0,-1.0,5.0
3,10100146.0,1.0,24.0,-1.0,99.0,11.0,-1.0,2.0
4,10100171.0,1.0,18.0,-1.0,7.0,18.0,-1.0,2.0
5,10100211.0,1.0,10.0,10.0,7.0,5.0,20.0,3.0
6,10100241.0,1.0,6.0,9.0,6.0,6.0,-1.0,5.0
7,10100261.0,1.0,99.0,99.0,1.0,2.0,-1.0,2.0
8,10100276.0,1.0,10.0,10.0,5.0,1.0,-1.0,3.0
9,10100291.0,1.0,2.0,3.0,8.0,8.0,2.0,3.0
10,10100311.0,1.0,7.0,7.0,7.0,7.0,-1.0,2.0
11,10100316.0,1.0,10.0,10.0,2.0,10.0,-1.0,6.0
12,10100321.0,1.0,7.0,-1.0,15.0,15.0,-1.0,2.0
13,10100341.0,1.0,16.0,16.0,16.0,1.0,-1.0,4.0
14,10100381.0,1.0,5.0,5.0,5.0,15.0,-1.0,2.0
15,10100421.0,1.0,7.0,7.0,7.0,3.0,7.0,3.0
16,10100436.0,1.0,6.0,6.0,6.0,6.0,-1.0,1.0
17,10100446.0,1.0,18.0,18.0,18.0,18.0,-1.0,2.0
18,10100471.0,1.0,15.0,15.0,2.0,15.0,-1.0,5.0
19,10100476.0,1.0,7.0,7.0,7.0,7.0,-1.0,5.0
20,10100481.0,1.0,4.0,4.0,5.0,1.0,10.0,6.0
21,10100496.0,1.0,15.0,15.0,15.0,15.0,10.0,1.0
22,10100501.0,1.0,3.0,3.0,10.0,10.0,-1.0,6.0
23,10100506.0,1.0,20.0,20.0,6.0,16.0,-1.0,4.0
24,10100516.0,1.0,7.0,7.0,7.0,7.0,-1.0,6.0
25,10100536.0,1.0,0.0,2.0,2.0,2.0,-1.0,1.0
26,10100541.0,3.0,10.0,0.0,10.0,1.0,10.0,6.0
27,10100551.0,1.0,6.0,6.0,6.0,2.0,-1.0,6.0
28,10100561.0,1.0,1.0,1.0,1.0,1.0,-1.0,3.0
29,10100571.0,1.0,15.0,15.0,15.0,16.0,15.0,5.0
30,10100596.0,1.0,9.0,-1.0,9.0,3.0,99.0,2.0
31,10100611.0,1.0,19.0,19.0,15.0,14.0,-1.0,1.0
32,10100661.0,1.0,10.0,10.0,6.0,6.0,-1.0,2.0
33,10100681.0,1.0,6.0,-1.0,6.0,1.0,4.0,4.0
34,10100691.0,1.0,10.0,10.0,5.0,5.0,12.0,6.0
35,10100711.0,1.0,5.0,5.0,5.0,5.0,15.0,5.0
36,10100751.0,1.0,2.0,2.0,2.0,2.0,-1.0,4.0
37,10100766.0,1.0,4.0,6.0,6.0,6.0,12.0,4.0
38,10100786.0,1.0,1.0,1.0,5.0,14.0,25.0,3.0
39,10100796.0,1.0,7.0,3.0,1.0,3.0,-1.0,4.0
40,10100816.0,1.0,14.0,14.0,14.0,10.0,-1.0,2.0
41,10100831.0,1.0,9.0,-1.0,9.0,10.0,25.0,4.0
42,10100846.0,1.0,10.0,15.0,1.0,5.0,10.0,6.0
43,10100861.0,1.0,2.0,2.0,14.0,14.0,-1.0,2.0
44,10100876.0,1.0,25.0,99.0,1.0,10.0,1.0,5.0
45,10100881.0,1.0,1.0,99.0,50.0,99.0,-1.0,3.0
46,10100886.0,1.0,7.0,-1.0,8.0,99.0,-1.0,1.0
47,10100906.0,1.0,8.0,8.0,8.0,8.0,12.0,4.0
48,10100926.0,1.0,7.0,7.0,7.0,10.0,-1.0,5.0
49,10100951.0,1.0,99.0,-1.0,10.0,10.0,-1.0,2.0
50,10100956.0,1.0,23.0,3.0,20.0,3.0,-1.0,2.0
51,10100976.0,1.0,25.0,-1.0,8.0,4.0,-1.0,2.0
52,10100981.0,1.0,12.0,12.0,1.0,8.0,-1.0,5.0
53,10101001.0,1.0,13.0,13.0,12.0,10.0,-1.0,6.0
54,10101026.0,1.0,15.0,15.0,12.0,26.0,-1.0,4.0
55,10101031.0,1.0,5.0,5.0,2.0,1.0,-1.0,4.0
56,10101051.0,1.0,12.0,12.0,12.0,10.0,25.0,6.0
57,10101061.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0
58,10101111.0,1.0,4.0,4.0,4.0,4.0,-1.0,2.0
59,10101121.0,1.0,1.0,1.0,99.0,3.0,99.0,3.0
60,10101131.0,1.0,30.0,1.0,10.0,10.0,-1.0,5.0
61,10101141.0,1.0,61.0,-1.0,3.0,8.0,-1.0,5.0
62,10101146.0,1.0,10.0,10.0,10.0,1.0,10.0,5.0
63,10101151.0,1.0,10.0,10.0,10.0,5.0,-1.0,2.0
64,10101156.0,1.0,14.0,-1.0,14.0,10.0,15.0,6.0
65,10101161.0,1.0,10.0,9.0,2.0,1.0,-1.0,6.0
66,10101171.0,1.0,15.0,15.0,15.0,4.0,1.0,5.0
67,10101186.0,1.0,25.0,25.0,10.0,5.0,-1.0,2.0
68,10101191.0,1.0,25.0,10.0,5.0,10.0,25.0,4.0
69,10101196.0,1.0,17.0,17.0,17.0,3.0,17.0,4.0
70,10101206.0,1.0,18.0,3.0,1.0,6.0,-1.0,2.0
71,10101216.0,1.0,30.0,30.0,30.0,0.0,-1.0,5.0
72,10101221.0,1.0,5.0,10.0,5.0,10.0,-1.0,4.0
73,10101236.0,1.0,3.0,3.0,3.0,3.0,-1.0,5.0
74,10101241.0,1.0,3.0,6.0,2.0,6.0,-1.0,2.0
75,10101251.0,1.0,11.0,11.0,11.0,99.0,-1.0,4.0
76,10101271.0,1.0,10.0,36.0,10.0,40.0,-1.0,5.0
77,10101286.0,1.0,8.0,8.0,99.0,99.0,21.0,2.0
78,10101291.0,1.0,10.0,10.0,10.0,10.0,10.0,3.0
79,10101306.0,1.0,20.0,10.0,10.0,20.0,-1.0,5.0
80,10101331.0,1.0,24.0,5.0,10.0,5.0,-1.0,2.0
81,10101396.0,1.0,4.0,4.0,99.0,99.0,-1.0,1.0
82,10101406.0,1.0,11.0,11.0,10.0,11.0,-1.0,2.0
83,10101426.0,1.0,4.0,4.0,4.0,4.0,10.0,5.0
84,10101431.0,1.0,12.0,12.0,12.0,1.0,-1.0,3.0
85,10101436.0,1.0,5.0,5.0,5.0,5.0,9.0,4.0
86,10101441.0,1.0,5.0,6.0,14.0,14.0,-1.0,6.0
87,10101446.0,1.0,8.0,8.0,2.0,9.0,-1.0,4.0
88,10101466.0,1.0,3.0,3.0,10.0,6.0,-1.0,5.0
89,10101481.0,1.0,15.0,15.0,20.0,99.0,-1.0,3.0
90,10101486.0,1.0,13.0,5.0,3.0,17.0,-1.0,5.0
91,10101506.0,1.0,4.0,4.0,9.0,0.0,9.0,5.0
92,10101526.0,1.0,20.0,20.0,5.0,18.0,-1.0,2.0
93,10101531.0,1.0,15.0,-1.0,10.0,99.0,-1.0,1.0
94,10101536.0,1.0,6.0,6.0,6.0,10.0,9.0,5.0
95,10101556.0,1.0,5.0,5.0,5.0,1.0,10.0,4.0
96,10101561.0,1.0,14.0,14.0,10.0,2.0,5.0,2.0
97,10101586.0,1.0,2.0,2.0,2.0,1.0,-1.0,6.0
98,10101596.0,1.0,13.0,13.0,13.0,2.0,13.0,5.0
99,10101616.0,1.0,47.0,47.0,99.0,15.0,8.0,3.0
100,10101621.0,1.0,2.0,2.0,8.0,3.0,12.0,4.0
101,10101641.0,1.0,1.0,1.0,2.0,5.0,10.0,6.0
102,10101671.0,1.0,4.0,4.0,4.0,10.0,10.0,3.0
103,10101676.0,1.0,9.0,4.0,9.0,7.0,-1.0,4.0
104,10101746.0,1.0,5.0,5.0,99.0,99.0,-1.0,2.0
105,10101776.0,1.0,99.0,9.0,1.0,-1.0,-1.0,1.0
106,10101801.0,1.0,15.0,15.0,5.0,5.0,10.0,6.0
107,10101806.0,1.0,3.0,3.0,3.0,3.0,10.0,5.0
108,10101826.0,1.0,1.0,1.0,5.0,20.0,-1.0,4.0
109,10101851.0,1.0,4.0,4.0,4.0,4.0,-1.0,4.0
110,10101906.0,1.0,5.0,5.0,10.0,1.0,-1.0,2.0
111,10101916.0,1.0,3.0,3.0,15.0,2.0,-1.0,2.0
112,10101921.0,1.0,7.0,7.0,5.0,15.0,-1.0,5.0
113,10101931.0,1.0,10.0,6.0,10.0,10.0,-1.0,2.0
114,10101951.0,1.0,9.0,9.0,1.0,2.0,9.0,1.0
115,10101966.0,1.0,30.0,30.0,6.0,99.0,-1.0,6.0
116,10102001.0,1.0,12.0,12.0,99.0,3.0,8.0,5.0
117,10102011.0,1.0,6.0,6.0,6.0,4.0,-1.0,2.0
118,10102036.0,1.0,8.0,8.0,8.0,8.0,-1.0,5.0
119,10102041.0,1.0,18.0,-1.0,14.0,6.0,-1.0,1.0
120,10102056.0,1.0,15.0,15.0,99.0,99.0,99.0,5.0
121,10102071.0,1.0,15.0,12.0,6.0,12.0,-1.0,3.0
122,10102076.0,1.0,0.0,0.0,5.0,4.0,-1.0,3.0
123,10102086.0,1.0,5.0,5.0,5.0,9.0,-1.0,2.0
124,10102091.0,1.0,2.0,2.0,20.0,5.0,-1.0,5.0
125,10102111.0,1.0,12.0,12.0,5.0,7.0,-1.0,2.0
126,10102126.0,1.0,9.0,5.0,1.0,7.0,-1.0,2.0
127,10102151.0,1.0,15.0,15.0,15.0,11.0,15.0,3.0
128,10102171.0,1.0,99.0,10.0,12.0,12.0,-1.0,2.0
129,10102196.0,1.0,9.0,9.0,99.0,14.0,20.0,2.0
130,10102201.0,1.0,6.0,6.0,6.0,6.0,-1.0,6.0
131,10102236.0,1.0,5.0,5.0,5.0,5.0,8.0,6.0
132,10102241.0,1.0,14.0,14.0,14.0,3.0,-1.0,5.0
133,10102256.0,1.0,3.0,3.0,3.0,3.0,1.0,5.0
134,10102266.0,1.0,10.0,10.0,2.0,10.0,-1.0,2.0
135,10102271.0,1.0,2.0,2.0,2.0,-1.0,-1.0,1.0
136,10102276.0,1.0,9.0,7.0,1.0,9.0,-1.0,5.0
137,10102311.0,1.0,15.0,15.0,10.0,15.0,20.0,1.0
138,10102316.0,1.0,4.0,4.0,4.0,1.0,-1.0,6.0
139,10102341.0,1.0,5.0,15.0,5.0,15.0,-1.0,3.0
140,10102376.0,1.0,10.0,10.0,10.0,10.0,-1.0,6.0
141,10102386.0,1.0,5.0,5.0,4.0,8.0,15.0,3.0
142,10102391.0,1.0,12.0,12.0,10.0,1.0,-1.0,4.0
143,10102406.0,1.0,3.0,3.0,3.0,4.0,-1.0,5.0
144,10102416.0,1.0,5.0,5.0,5.0,5.0,15.0,4.0
145,10102421.0,1.0,2.0,2.0,2.0,1.0,-1.0,4.0
146,10102431.0,1.0,1.0,1.0,8.0,7.0,-1.0,3.0
147,10102451.0,1.0,5.0,5.0,5.0,5.0,-1.0,3.0
148,10102456.0,1.0,3.0,3.0,3.0,3.0,-1.0,3.0
149,10102466.0,1.0,2.0,13.0,1.0,20.0,10.0,4.0
150,10102486.0,1.0,7.0,7.0,7.0,7.0,1.0,6.0
151,10102491.0,1.0,10.0,2.0,10.0,3.0,-1.0,2.0
152,10102496.0,1.0,10.0,5.0,10.0,10.0,-1.0,3.0
153,10102501.0,1.0,5.0,5.0,4.0,5.0,-1.0,3.0
154,10102506.0,1.0,10.0,10.0,15.0,14.0,-1.0,2.0
155,10102526.0,1.0,10.0,10.0,10.0,5.0,-1.0,3.0
156,10102541.0,1.0,3.0,3.0,99.0,12.0,12.0,3.0
157,10102551.0,1.0,99.0,10.0,25.0,99.0,-1.0,4.0
158,10102601.0,1.0,15.0,15.0,15.0,15.0,-1.0,3.0
159,10102606.0,1.0,15.0,15.0,7.0,4.0,-1.0,5.0
160,10102616.0,1.0,12.0,12.0,12.0,12.0,-1.0,4.0
161,10102621.0,1.0,99.0,10.0,99.0,10.0,-1.0,3.0
162,10102626.0,1.0,3.0,-1.0,10.0,15.0,-1.0,1.0
163,10102641.0,1.0,10.0,19.0,10.0,13.0,2.0,5.0
164,10102646.0,1.0,10.0,10.0,10.0,11.0,-1.0,1.0
165,10102656.0,1.0,10.0,10.0,5.0,5.0,-1.0,5.0
166,10102686.0,1.0,10.0,10.0,99.0,99.0,-1.0,2.0
167,10102746.0,1.0,5.0,5.0,99.0,3.0,-1.0,5.0
168,10102751.0,1.0,5.0,5.0,5.0,5.0,10.0,5.0
169,10102756.0,1.0,15.0,-1.0,1.0,10.0,15.0,1.0
170,10102806.0,1.0,8.0,8.0,1.0,3.0,-1.0,1.0
171,10102831.0,1.0,1.0,-1.0,11.0,-1.0,-1.0,2.0
172,10102841.0,1.0,15.0,15.0,5.0,16.0,-1.0,3.0
173,10102846.0,1.0,11.0,15.0,6.0,27.0,1.0,4.0
174,10102851.0,1.0,10.0,10.0,1.0,6.0,-1.0,3.0
175,10102881.0,1.0,3.0,3.0,3.0,3.0,-1.0,2.0
176,10102886.0,1.0,7.0,7.0,-1.0,5.0,-1.0,2.0
177,10102946.0,1.0,8.0,8.0,8.0,5.0,-1.0,2.0
178,10102971.0,1.0,19.0,19.0,12.0,2.0,-1.0,1.0
179,10102986.0,1.0,35.0,35.0,1.0,3.0,-1.0,5.0
180,10103001.0,1.0,15.0,15.0,30.0,20.0,-1.0,2.0
181,10103031.0,1.0,1.0,1.0,1.0,1.0,-1.0,5.0
182,10103046.0,1.0,21.0,21.0,99.0,3.0,-1.0,6.0
183,10103051.0,1.0,2.0,2.0,5.0,12.0,15.0,2.0
184,10103071.0,1.0,6.0,6.0,6.0,5.0,-1.0,2.0
185,10103081.0,1.0,6.0,6.0,6.0,8.0,-1.0,2.0
186,10103086.0,1.0,12.0,15.0,10.0,9.0,-1.0,3.0
187,10103101.0,1.0,2.0,-1.0,2.0,2.0,-1.0,1.0
188,10103106.0,1.0,4.0,4.0,4.0,4.0,-1.0,5.0
189,10103121.0,1.0,7.0,7.0,10.0,1.0,20.0,4.0
190,10103126.0,1.0,22.0,-1.0,10.0,10.0,-1.0,1.0
191,10103131.0,1.0,1.0,-1.0,1.0,3.0,-1.0,6.0
192,10103146.0,1.0,1.0,1.0,17.0,17.0,-1.0,3.0
193,10103171.0,1.0,99.0,5.0,10.0,9.0,-1.0,2.0
194,10103186.0,1.0,12.0,12.0,7.0,12.0,-1.0,2.0
195,10103191.0,1.0,6.0,6.0,6.0,6.0,-1.0,4.0
196,10103196.0,1.0,5.0,5.0,1.0,6.0,8.0,2.0
197,10103231.0,1.0,10.0,10.0,10.0,12.0,-1.0,2.0
198,10103246.0,1.0,34.0,-1.0,15.0,1.0,-1.0,3.0
199,10103251.0,1.0,3.0,3.0,6.0,5.0,1.0,3.0
200,10103261.0,1.0,7.0,7.0,2.0,3.0,16.0,3.0
201,10103291.0,1.0,11.0,11.0,11.0,8.0,-1.0,3.0
202,10103311.0,1.0,8.0,8.0,12.0,12.0,-1.0,3.0
203,10103321.0,1.0,11.0,11.0,11.0,2.0,-1.0,4.0
204,10103326.0,1.0,5.0,5.0,7.0,1.0,-1.0,3.0
205,10103341.0,1.0,17.0,17.0,17.0,10.0,-1.0,3.0
206,10103381.0,1.0,15.0,15.0,15.0,15.0,-1.0,4.0
207,10103386.0,1.0,20.0,20.0,6.0,15.0,-1.0,1.0
208,10103391.0,1.0,3.0,-1.0,99.0,3.0,-1.0,2.0
209,10103401.0,1.0,10.0,10.0,15.0,20.0,-1.0,1.0
210,10103416.0,1.0,4.0,4.0,99.0,14.0,-1.0,1.0
211,10103421.0,1.0,3.0,3.0,5.0,3.0,-1.0,4.0
212,10103426.0,1.0,8.0,8.0,8.0,8.0,20.0,5.0
213,10103441.0,1.0,5.0,5.0,5.0,5.0,-1.0,2.0
214,10103476.0,1.0,4.0,4.0,4.0,4.0,-1.0,6.0
215,10103481.0,1.0,3.0,3.0,3.0,3.0,-1.0,6.0
216,10103486.0,1.0,4.0,4.0,4.0,5.0,-1.0,3.0
217,10103521.0,1.0,10.0,12.0,10.0,10.0,-1.0,4.0
218,10103541.0,1.0,8.0,-1.0,15.0,5.0,5.0,2.0
219,10103591.0,1.0,2.0,2.0,3.0,12.0,-1.0,4.0
220,10103606.0,1.0,10.0,10.0,10.0,10.0,-1.0,2.0
221,10103621.0,1.0,3.0,99.0,4.0,99.0,-1.0,1.0
222,10103646.0,3.0,2.0,2.0,4.0,20.0,-1.0,5.0
223,10103656.0,1.0,9.0,9.0,9.0,9.0,-1.0,5.0
224,10103661.0,1.0,3.0,3.0,2.0,20.0,-1.0,2.0
225,10103686.0,1.0,3.0,3.0,5.0,1.0,-1.0,4.0
226,10103691.0,1.0,26.0,10.0,3.0,4.0,-1.0,3.0
227,10103706.0,1.0,28.0,15.0,4.0,11.0,-1.0,2.0
228,10103721.0,1.0,8.0,8.0,8.0,8.0,-1.0,3.0
229,10103741.0,1.0,9.0,9.0,9.0,99.0,-1.0,5.0
230,10103746.0,1.0,5.0,5.0,7.0,5.0,-1.0,1.0
231,10103751.0,1.0,3.0,3.0,3.0,10.0,-1.0,3.0
232,10103761.0,1.0,8.0,8.0,8.0,99.0,-1.0,3.0
233,10103781.0,1.0,13.0,13.0,1.0,4.0,-1.0,5.0
234,10103786.0,1.0,1.0,1.0,18.0,5.0,-1.0,6.0
235,10103821.0,1.0,10.0,10.0,10.0,10.0,-1.0,5.0
236,10103851.0,1.0,5.0,-1.0,5.0,5.0,-1.0,5.0
237,10103856.0,1.0,20.0,20.0,5.0,5.0,-1.0,5.0
238,10103866.0,1.0,14.0,14.0,2.0,6.0,-1.0,2.0
239,10103881.0,1.0,7.0,7.0,99.0,2.0,-1.0,3.0
240,10103886.0,1.0,4.0,4.0,4.0,1.0,-1.0,3.0
241,10103901.0,1.0,18.0,18.0,8.0,2.0,-1.0,2.0
242,10103951.0,2.0,1.0,1.0,1.0,1.0,-1.0,3.0
243,10103981.0,1.0,15.0,2.0,15.0,2.0,-1.0,1.0
244,10103986.0,1.0,15.0,15.0,4.0,3.0,-1.0,2.0
245,10103991.0,1.0,99.0,8.0,6.0,99.0,-1.0,2.0
246,10103996.0,1.0,7.0,7.0,99.0,7.0,-1.0,2.0
247,10104006.0,1.0,6.0,6.0,20.0,1.0,-1.0,1.0
248,10104031.0,3.0,3.0,99.0,3.0,3.0,-1.0,5.0
249,10104041.0,1.0,12.0,6.0,15.0,10.0,-1.0,2.0
250,10104046.0,1.0,10.0,99.0,11.0,3.0,-1.0,4.0
251,10104076.0,1.0,3.0,3.0,15.0,5.0,-1.0,2.0
252,10104121.0,1.0,1.0,-1.0,5.0,99.0,-1.0,1.0
253,10104136.0,1.0,11.0,11.0,11.0,2.0,-1.0,5.0
254,10104141.0,1.0,4.0,4.0,4.0,3.0,-1.0,2.0
255,10104171.0,1.0,3.0,3.0,3.0,3.0,-1.0,3.0
256,10104191.0,1.0,21.0,-1.0,16.0,21.0,-1.0,1.0
257,10104211.0,1.0,2.0,2.0,10.0,8.0,-1.0,2.0
258,10104221.0,1.0,3.0,3.0,3.0,2.0,-1.0,2.0
259,10104226.0,1.0,2.0,2.0,14.0,10.0,-1.0,2.0
260,10104251.0,1.0,12.0,13.0,15.0,6.0,-1.0,6.0
261,10104256.0,1.0,5.0,-1.0,3.0,5.0,-1.0,2.0
262,10104271.0,1.0,3.0,3.0,10.0,12.0,-1.0,2.0
263,10104336.0,1.0,23.0,23.0,23.0,4.0,-1.0,2.0
264,10104341.0,1.0,16.0,16.0,26.0,1.0,-1.0,5.0
265,10104346.0,3.0,4.0,4.0,4.0,4.0,-1.0,5.0
266,10104366.0,1.0,18.0,18.0,18.0,12.0,-1.0,3.0
267,10104381.0,1.0,1.0,15.0,30.0,10.0,-1.0,2.0
268,10104386.0,1.0,5.0,5.0,5.0,5.0,-1.0,6.0
269,10104391.0,1.0,13.0,13.0,13.0,28.0,-1.0,2.0
270,10104411.0,1.0,26.0,1.0,10.0,14.0,-1.0,2.0
271,10104416.0,1.0,12.0,-1.0,12.0,4.0,-1.0,2.0
272,10104421.0,1.0,3.0,3.0,3.0,3.0,-1.0,3.0
273,10104431.0,1.0,10.0,10.0,10.0,10.0,-1.0,4.0
274,10104441.0,1.0,19.0,19.0,19.0,1.0,10.0,5.0
275,10104466.0,1.0,15.0,15.0,5.0,15.0,-1.0,5.0
276,10104471.0,1.0,14.0,14.0,14.0,14.0,99.0,4.0
277,10104486.0,1.0,12.0,12.0,3.0,3.0,-1.0,4.0
278,10104516.0,1.0,5.0,17.0,1.0,2.0,-1.0,2.0
279,10104521.0,1.0,2.0,2.0,30.0,5.0,-1.0,1.0
280,10104541.0,1.0,3.0,99.0,5.0,10.0,10.0,1.0
281,10104551.0,1.0,8.0,99.0,8.0,10.0,-1.0,1.0
282,10104556.0,1.0,20.0,10.0,99.0,10.0,-1.0,1.0
283,10104561.0,1.0,10.0,10.0,10.0,3.0,-1.0,4.0
284,10104571.0,1.0,11.0,10.0,10.0,5.0,25.0,3.0
285,10104586.0,1.0,25.0,25.0,25.0,99.0,-1.0,5.0
286,10104591.0,1.0,10.0,10.0,9.0,1.0,10.0,4.0
287,10104601.0,1.0,7.0,7.0,7.0,2.0,-1.0,2.0
288,10104611.0,1.0,4.0,4.0,4.0,-1.0,-1.0,1.0
289,10104626.0,1.0,4.0,4.0,4.0,4.0,-1.0,4.0
290,10104636.0,1.0,10.0,10.0,4.0,20.0,-1.0,2.0
291,10104656.0,1.0,10.0,10.0,10.0,10.0,-1.0,3.0
292,10104661.0,1.0,17.0,17.0,21.0,20.0,-1.0,2.0
293,10104681.0,1.0,3.0,3.0,14.0,8.0,-1.0,2.0
294,10104716.0,1.0,10.0,20.0,1.0,5.0,14.0,5.0
295,10104721.0,1.0,6.0,-1.0,6.0,8.0,-1.0,1.0
296,10104726.0,1.0,7.0,7.0,10.0,35.0,-1.0,1.0
297,10104731.0,1.0,4.0,1.0,5.0,2.0,-1.0,5.0
298,10104746.0,1.0,3.0,3.0,3.0,3.0,-1.0,3.0
299,10104756.0,1.0,19.0,-1.0,1.0,8.0,-1.0,2.0
300,10104781.0,99.0,2.0,2.0,10.0,30.0,-1.0,2.0
301,10104801.0,3.0,7.0,7.0,3.0,26.0,-1.0,2.0
302,10104806.0,1.0,5.0,2.0,2.0,7.0,4.0,2.0
303,10104826.0,1.0,6.0,6.0,6.0,6.0,-1.0,5.0
304,10104851.0,1.0,5.0,5.0,5.0,5.0,-1.0,4.0
305,10104886.0,1.0,4.0,-1.0,1.0,3.0,-1.0,1.0
306,10104906.0,1.0,43.0,15.0,99.0,15.0,-1.0,1.0
307,10104911.0,1.0,8.0,10.0,5.0,15.0,-1.0,1.0
308,10104921.0,1.0,5.0,5.0,5.0,5.0,-1.0,2.0
309,10104936.0,1.0,1.0,1.0,1.0,15.0,-1.0,3.0
310,10104941.0,1.0,5.0,5.0,5.0,17.0,-1.0,1.0
311,10104946.0,1.0,7.0,7.0,1.0,3.0,-1.0,2.0
312,10104966.0,1.0,1.0,1.0,1.0,1.0,-1.0,4.0
313,10104976.0,1.0,5.0,-1.0,99.0,3.0,-1.0,1.0
314,10104981.0,1.0,10.0,10.0,11.0,10.0,-1.0,2.0
315,10105011.0,1.0,3.0,3.0,3.0,1.0,-1.0,3.0
316,10105016.0,1.0,1.0,1.0,1.0,6.0,-1.0,1.0
317,10105026.0,1.0,5.0,5.0,5.0,2.0,-1.0,2.0
318,10105041.0,1.0,3.0,3.0,3.0,3.0,-1.0,3.0
319,10105046.0,1.0,99.0,99.0,99.0,99.0,-1.0,1.0
320,10105051.0,1.0,6.0,6.0,30.0,6.0,-1.0,2.0
321,10105061.0,1.0,3.0,3.0,3.0,3.0,-1.0,5.0
322,10105066.0,1.0,5.0,5.0,5.0,5.0,-1.0,2.0
323,10105076.0,1.0,1.0,1.0,4.0,14.0,-1.0,1.0
324,10105091.0,1.0,5.0,5.0,5.0,1.0,-1.0,2.0
325,10105106.0,1.0,12.0,12.0,12.0,1.0,-1.0,5.0
326,10105146.0,1.0,10.0,10.0,10.0,10.0,-1.0,3.0
327,10105166.0,1.0,7.0,-1.0,1.0,8.0,-1.0,2.0
328,10105181.0,1.0,1.0,1.0,5.0,10.0,-1.0,4.0
329,10105186.0,1.0,5.0,4.0,8.0,8.0,-1.0,1.0
330,10105191.0,1.0,12.0,12.0,7.0,7.0,-1.0,4.0
331,10105221.0,1.0,2.0,2.0,1.0,20.0,-1.0,5.0
332,10105251.0,1.0,2.0,2.0,2.0,2.0,-1.0,3.0
333,10105256.0,1.0,10.0,10.0,10.0,12.0,-1.0,2.0
334,10105261.0,1.0,8.0,8.0,8.0,8.0,-1.0,2.0
335,10105271.0,1.0,1.0,1.0,1.0,1.0,-1.0,3.0
336,10105296.0,1.0,2.0,2.0,6.0,5.0,-1.0,2.0
337,10105301.0,1.0,7.0,99.0,99.0,7.0,-1.0,6.0
338,10105311.0,1.0,3.0,3.0,1.0,10.0,12.0,2.0
339,10105316.0,1.0,8.0,8.0,99.0,8.0,-1.0,2.0
340,10105336.0,1.0,5.0,5.0,5.0,5.0,-1.0,5.0
341,10105346.0,1.0,5.0,5.0,19.0,3.0,-1.0,3.0
342,10105351.0,1.0,11.0,11.0,11.0,11.0,-1.0,2.0
343,10105356.0,1.0,10.0,10.0,10.0,1.0,-1.0,4.0
344,10105401.0,99.0,99.0,-1.0,11.0,17.0,-1.0,2.0
345,10105411.0,1.0,15.0,8.0,15.0,15.0,-1.0,6.0
346,10105416.0,1.0,7.0,7.0,1.0,26.0,10.0,3.0
347,10105446.0,1.0,10.0,10.0,10.0,10.0,-1.0,4.0
348,10105456.0,1.0,8.0,8.0,8.0,8.0,-1.0,3.0
349,10105461.0,1.0,3.0,3.0,6.0,7.0,-1.0,3.0
350,10105481.0,1.0,15.0,15.0,10.0,15.0,-1.0,3.0
351,10105486.0,1.0,7.0,7.0,7.0,10.0,-1.0,3.0
352,10105496.0,3.0,4.0,4.0,4.0,4.0,-1.0,6.0
353,10105501.0,1.0,3.0,3.0,31.0,5.0,-1.0,3.0
354,10105526.0,1.0,10.0,10.0,4.0,6.0,-1.0,2.0
355,10105536.0,1.0,1.0,1.0,6.0,13.0,-1.0,6.0
356,10105556.0,1.0,30.0,30.0,4.0,4.0,-1.0,3.0
357,10105566.0,1.0,7.0,7.0,10.0,7.0,-1.0,2.0
358,10105591.0,3.0,10.0,10.0,1.0,10.0,-1.0,1.0
359,10105611.0,1.0,1.0,-1.0,1.0,20.0,-1.0,2.0
360,10105621.0,1.0,2.0,2.0,2.0,2.0,-1.0,2.0
361,10105626.0,1.0,20.0,20.0,5.0,5.0,-1.0,3.0
362,10105661.0,1.0,10.0,5.0,2.0,6.0,-1.0,4.0
363,10105706.0,1.0,5.0,5.0,15.0,5.0,-1.0,3.0
364,10105711.0,1.0,6.0,6.0,6.0,6.0,-1.0,4.0
365,10105771.0,1.0,3.0,3.0,1.0,3.0,-1.0,4.0
366,10105781.0,3.0,10.0,10.0,10.0,10.0,99.0,2.0
367,10105806.0,1.0,8.0,8.0,8.0,8.0,-1.0,3.0
368,10105831.0,1.0,3.0,3.0,6.0,2.0,-1.0,2.0
369,10105846.0,1.0,2.0,2.0,2.0,2.0,-1.0,1.0
370,10105861.0,1.0,10.0,10.0,6.0,10.0,-1.0,2.0
371,10105866.0,1.0,6.0,6.0,6.0,6.0,-1.0,2.0
372,10105906.0,1.0,10.0,10.0,1.0,10.0,-1.0,5.0
373,10105916.0,1.0,2.0,2.0,10.0,10.0,-1.0,3.0
374,10105931.0,1.0,4.0,4.0,4.0,99.0,-1.0,6.0
375,10105941.0,1.0,8.0,8.0,8.0,8.0,-1.0,1.0
376,10105951.0,1.0,6.0,6.0,6.0,6.0,-1.0,5.0
