,Sample_ID,ZIP_Code
1496,20207431,27565
1497,10100501,27608
1498,10104211,27526
1499,30300336,34452
1500,40413976,34601
1501,40421996,32778
1502,30323141,34747
1503,20202276,27502
1504,20203541,27573
1505,20200251,27529
1506,20204211,27536
1507,20202691,27804
1508,20205211,27804
1509,20204511,27312
1510,10112101,27330
1511,10105591,27521
1512,10107226,27536
1513,10114961,28412
1514,20216541,27501
1515,20206521,27511
1516,20207396,27603
1517,20213896,27530
1518,30322666,32837
1519,20219571,28777
1520,20203961,27526
1521,20213806,28540
1522,40410401,33853
1523,40409671,33837
1524,30312466,33837
1525,40420756,32713
1526,40407026,32746
1527,40409356,32713
1528,20214031,28306
1529,10115411,28557
1530,20204946,27609
1531,20213356,27534
1532,20201361,27542
1533,20212456,27330
1534,40419451,32725
1535,40406546,32746
1536,40422246,34758
1537,40419881,32765
1538,30318491,33778
1539,30320786,32779
1540,30320756,32725
1541,10105611,27880
1542,10105906,27609
1543,10102986,27511
1544,10103481,27519
1545,10114266,28314
1546,30304301,33767
1547,30307061,32746
1548,30323466,33870
1549,10111491,28394
1550,10110036,29153
1551,10108171,27807
1552,10109656,27203
1553,20200971,27526
1554,20203041,27617
1555,30321456,32725
1556,10119066,28711
1557,30304106,33767
1558,30303776,34689
1559,30319096,32701
1560,10118516,28428
1561,30319731,32707
1562,10115536,28443
1563,30306141,33541
1564,30306456,32779
1565,30313266,32159
1566,30301301,34428
1567,10108421,27603
1568,40412441,32822
1569,40420501,32703
1570,20207516,27609
1571,40418076,33763
1572,20216686,28451
1573,20210896,29150
1574,40406421,34695
1575,40413631,34432
1576,10120031,28787
1577,30305606,33781
1578,20209996,29150
1579,20202776,27615
1580,20209066,29550
1581,10112126,28379
1582,10109311,28379
1583,10102746,27613
1584,10119071,28806
1585,10111626,27330
1586,10110466,27330
1587,10112781,29168
1588,10116471,28480
1589,30314881,34698
1590,10104171,27614
1591,20217766,28428
1592,40402881,33761
1593,40404581,33767
1594,40409596,33853
1595,20208791,27536
1596,10104826,27540
1597,10105011,27571
1598,30324821,33843
1599,10116821,28405
1600,30307101,32763
1601,40411866,33853
1602,30318216,33763
1603,30319931,32750
1604,30306966,32725
1605,30320016,32724
1606,40402441,34655
1607,40403956,33701
1608,30312751,32347
1609,10110576,29574
1610,30315481,34655
1611,10106856,27511
1612,10105106,27616
1613,10104886,27597
1614,40410246,32836
1615,20209061,28315
1616,40410926,32837
1617,40421811,32828
1618,10103146,27545
1619,10119776,28732
1620,30319356,32713
1621,30313161,32052
1622,20209856,29520
1623,30303701,33772
1624,30315786,34689
1625,30312261,33844
1626,20214246,28546
1627,20213936,28461
1628,20213716,28443
1629,20213791,28303
1630,20211836,28340
1631,20201761,27526
1632,20210806,27330
1633,10116561,28412
1634,10109031,29550
1635,40410866,33875
1636,40410536,33837
1637,30313456,32344
1638,30305376,33767
1639,30304636,33761
1640,20209211,29506
1641,40406056,33714
1642,20206976,27616
1643,20219721,28732
1644,10100471,27513
1645,10105916,27513
1646,20201756,27511
1647,20213376,28451
1648,40413241,34491
1649,10113146,28303
1650,30312801,32320
1651,10117271,28412
1652,10105066,27614
1653,30313846,32159
1654,30317911,33763
1655,40403636,34653
1656,20210816,28373
1657,20206951,27603
1658,20209606,28394
1659,20213871,28546
1660,40412826,34442
1661,20210041,29571
1662,30300976,34472
1663,30300511,34446
1664,10101676,27610
1665,20206796,27614
1666,20207161,27613
1667,20214626,28570
1668,20201626,27613
1669,10110351,28315
1670,10113436,28557
1671,10109451,28374
1672,30302476,33708
1673,30303636,33709
1674,30314961,34639
1675,20218346,28526
1676,20215956,28318
1677,10102506,27312
1678,10106816,27312
1679,30323346,33872
1680,40402066,34653
1681,10113901,28562
1682,30311371,32832
1683,20218371,28501
1684,20201011,27565
1685,20216086,27504
1686,20206741,27539
1687,20216936,28348
1688,20211786,28374
1689,30300646,34480
1690,30303161,34652
1691,40413791,34442
1692,40419236,32712
1693,40420586,32817
1694,20209566,27376
1695,30307611,32708
1696,30316946,33706
1697,30314741,33773
1698,10104656,27612
1699,10111996,27330
1700,30317466,33703
1701,10112191,27203
1702,10112491,28358
1703,30310126,32835
1704,20213121,29550
1705,20204611,27607
1706,30312186,32824
1707,30313741,34481
1708,30314561,34652
1709,10104346,27540
1710,10112946,29574
1711,10116366,28320
1712,10113416,27863
1713,10113896,28560
1714,10111876,29530
1715,30311151,33870
1716,40407176,32779
1717,10102276,27615
1718,20208686,27514
1719,40416116,33704
1720,40412131,32825
1721,30301486,34695
1722,20214376,28409
1723,20216566,28409
1724,30303721,34652
1725,30313256,34604
1726,30318511,33709
1727,20205446,27536
1728,40406791,32779
1729,20218961,28577
1730,20216161,27504
1731,20221131,28748
1732,40403506,33781
1733,20202706,27312
1734,40414206,33774
1735,20212861,29069
1736,20219066,28715
1737,40419161,32779
1738,40406926,32720
1739,40402086,33764
1740,20213856,27534
1741,10115001,28409
1742,30320066,32792
1743,20210496,28394
1744,30303931,34639
1745,40408206,32708
1746,20210926,27203
1747,10101641,27560
1748,10107636,27560
1749,10115636,27530
1750,10106431,27565
1751,10100876,27615
1752,10115261,27806
1753,30312486,34714
1754,20201641,27511
1755,40423546,34761
1756,20220401,28732
1757,40417211,34695
1758,20204336,27604
1759,30311201,33853
1760,30324551,33844
1761,40423591,33844
1762,40414886,34652
1763,20204766,27616
1764,10101506,27540
1765,10101026,27536
1766,10118251,28443
1767,10111386,27306
1768,30315341,33704
1769,40420901,32724
1770,40406196,34695
1771,20216331,28412
1772,40401166,34436
1773,20209611,28170
1774,40410301,32835
1775,40411136,34711
1776,40407526,32751
1777,40416596,33782
1778,40405996,33542
1779,20216671,28303
1780,40420071,32738
1781,30306826,32725
1782,30305516,34688
1783,10108516,29520
1784,10111456,28387
1785,10109401,28352
1786,20201681,27343
1787,20219686,28711
1788,40423196,32818
1789,20216996,27546
1790,40418741,34653
1791,40403226,34653
1792,30318001,33761
1793,30304691,33702
1794,10117191,28516
1795,10112896,28371
1796,20211456,27330
1797,20216201,28337
1798,20214081,27534
1799,20203841,27606
1800,10106286,27609
1801,10106761,27597
1802,20203851,27540
1803,20203616,27540
1804,20215776,28412
1805,20204786,27614
1806,40407146,32707
1807,10112386,29741
1808,20209681,28345
1809,20214746,27819
1810,10100106,27603
1811,10116931,28451
1812,10114046,28540
1813,20208456,27597
1814,20209576,29550
1815,10104121,27501
1816,10102241,27513
1817,10116681,28480
1818,30321821,34761
1819,10106821,27609
1820,10105706,27613
1821,10104556,27597
1822,30306936,32751
1823,10109666,29154
1824,10112296,27332
1825,10117591,28451
1826,10100496,27573
1827,30307216,32779
1828,40406001,33778
1829,20201121,27577
1830,40412051,34787
1831,40412186,34761
1832,30307871,32776
1833,10113281,27534
1834,20213961,27530
1835,10110151,27330
1836,20207566,27607
1837,10103426,27560
1838,20200831,27603
1839,20203531,27617
1840,20203816,27551
1841,20217676,28449
1842,10114811,28303
1843,10101051,27608
1844,20208516,27520
1845,10118021,28320
1846,30300381,32066
1847,20213891,28411
1848,30312596,33844
1849,10115811,28443
1850,20205031,27526
1851,10110581,28374
1852,40400276,34429
1853,10113826,28303
1854,30322466,32837
1855,10102376,27613
1856,10100516,27520
1857,40410616,32825
1858,40408216,32713
1859,30321256,32708
1860,40415146,33705
1861,30319856,32751
1862,40414811,33559
1863,30308291,32765
1864,30319816,32750
1865,40410281,32835
1866,20219261,28806
1867,10118721,28804
1868,40420706,32828
1869,30316481,33713
1870,20214531,28562
1871,40424036,32832
1872,30316081,33710
1873,30318516,33781
1874,20210646,29080
1875,40421036,32725
1876,30311106,34787
1877,30323636,32809
1878,20212521,29154
1879,40411151,34761
1880,10102421,27612
1881,30307141,32817
1882,30300896,34481
1883,10113611,28409
1884,40400921,34442
1885,20215446,28461
1886,30321776,33853
1887,30309471,34786
1888,30316861,33763
1889,20213386,28409
1890,30321651,34787
1891,40410176,34758
1892,10102201,27614
1893,40419536,32792
1894,30311551,32825
1895,30317096,33759
1896,40407896,32763
1897,30306976,32765
1898,20202811,27545
1899,40419586,32828
1900,20216381,28570
1901,40404441,33706
1902,40401176,34491
1903,40402841,33703
1904,40414436,33776
1905,30316681,34655
1906,20207986,27565
1907,40422191,34797
1908,30303441,33558
1909,10120356,28806
1910,20215706,28409
1911,10114726,28403
1912,40407351,32712
1913,30312866,34479
1914,40404411,34684
1915,30322646,34787
1916,20221116,28751
1917,40414761,34683
1918,30314956,34655
1919,30308916,32707
1920,10120151,28805
1921,30304471,33781
1922,10114751,28405
1923,30303191,33756
1924,30305366,33703
1925,40414261,33777
1926,40410646,33837
1927,40402886,33778
1928,40406321,34653
1929,30309896,32812
1930,40421606,32765
1931,30310646,34786
1932,30309461,32812
1933,30303736,34639
1934,30324521,33853
1935,30321751,32825
1936,30319426,32726
1937,30303921,34652
1938,40413226,34491
1939,40401691,34684
1940,40419716,32773
1941,40413416,34432
1942,40400571,34472
1943,40419321,32820
1944,20208966,29550
1945,40417391,33710
1946,40401231,32693
1947,40416866,33785
1948,20202976,27536
1949,40414686,33776
1950,30316611,33706
1951,10109531,29520
1952,10103416,27610
1953,30318766,33541
1954,20203401,27502
1955,20215196,28584
1956,40405331,33759
1957,40411146,32829
1958,30301001,34431
1959,30315641,33713
1960,30304736,33702
1961,30319621,32763
1962,30318631,34684
1963,20217591,28403
1964,30309616,32825
1965,30300521,34434
1966,40401321,34442
1967,40401461,33764
1968,20215831,28451
1969,40410226,34711
1970,40412526,34787
1971,40422576,34711
1972,10113226,28409
1973,10110041,29505
1974,30314691,33714
1975,30301356,33705
1976,30316736,33715
1977,30311406,33852
1978,30319711,32707
1979,10100171,27616
1980,20203276,27501
1981,20209456,29583
1982,30315876,33760
1983,10118981,28715
1984,30323196,32835
1985,30310996,33897
1986,10106236,27589
1987,10101171,27520
1988,30312756,34442
1989,20207196,27604
1990,10113316,28518
1991,10101596,27526
1992,10117721,28555
1993,40405911,33541
1994,30316651,33542
1995,30302276,34639
1996,40400611,34465
1997,40416881,34639
1998,40410796,32808
1999,40409701,34736
2000,40420391,32778
2001,30310546,34786
2002,30320446,32828
2003,40418331,33770
2004,40414121,33765
2005,40412816,34472
2006,40416021,33764
2007,40423616,33853
2008,40422691,33852
2009,30301411,33558
2010,30312981,34491
2011,30312996,34429
2012,30306321,32714
2013,30312976,32327
2014,30302616,34668
2015,20218816,27524
2016,30316236,34638
2017,10112856,28340
2018,10100976,27612
2019,20215166,28339
2020,40412771,33825
2021,40401216,34601
2022,20209336,28343
2023,40402956,33710
2024,20220991,28715
2025,40412896,34465
2026,40408526,32713
2027,20218541,28451
2028,20219341,28715
2029,40414441,33770
2030,20206641,27612
2031,20204461,27577
2032,40414831,34691
2033,40402846,33713
2034,40418636,33541
2035,40405931,33773
2036,40400331,34434
2037,40400286,34442
2038,40400451,34448
2039,40400711,34465
2040,20208601,27314
2041,10113576,28532
2042,20214501,28328
2043,20205726,27517
2044,20205331,27519
2045,20202231,27591
2046,10113191,27530
2047,30322411,32829
2048,20200751,27613
2049,30309786,32825
2050,30324436,34748
2051,30305891,33765
2052,30305001,33760
2053,30309286,34761
2054,30307601,32776
2055,10112366,29010
2056,30314501,33708
2057,30306596,32720
2058,10117601,28403
2059,30313056,32159
2060,30313231,34731
2061,30313636,34481
2062,30324211,34758
2063,30322746,34761
2064,30312746,34465
2065,30314841,34698
2066,30311586,32812
2067,20209656,29512
2068,30318546,33760
2069,10120921,28755
2070,10114306,28411
2071,10114376,28412
2072,10109091,29010
2073,30310216,34711
2074,30307291,32707
2075,30322051,32812
2076,40407651,32713
2077,40415116,34688
2078,20208256,27379
2079,40410651,34759
2080,40415081,34655
2081,40415251,33709
2082,40420881,32725
2083,40402281,33713
2084,20213616,27863
2085,20211696,28371
2086,20214076,28306
2087,20218496,28546
2088,40407261,32720
2089,20202516,27529
2090,40422811,34761
2091,40418171,33702
2092,30318871,32707
2093,10110176,29150
2094,10119116,28777
2095,30312146,33843
2096,30301201,34452
2097,30312771,34453
2098,30301631,33776
2099,30318886,32820
2100,40420786,32779
2101,40405321,33708
2102,40407286,32779
2103,40409561,32809
2104,30315186,33756
2105,10100906,27516
2106,30302931,33702
2107,30312211,34748
2108,30303386,33707
2109,10121121,28806
2110,30314576,33549
2111,40409371,32826
2112,40406461,32826
2113,40401571,34655
2114,40414521,34653
2115,30303791,33707
2116,10119701,28801
2117,30306531,32712
2118,30307771,32712
2119,30319451,32765
2120,40414011,32320
2121,30309416,32825
2122,10112641,29550
2123,30307456,32725
2124,20204101,27540
2125,30306526,32746
2126,10103686,27529
2127,10102086,27603
2128,10110051,29574
2129,20200866,27521
2130,30312841,32179
2131,30317676,33706
2132,30314506,33704
2133,30321606,32778
2134,30321301,32726
2135,30319906,32713
2136,30319761,32751
2137,40419976,32712
2138,40401036,34432
2139,30320316,32707
2140,40419211,32707
2141,40402676,34684
2142,20217996,28301
2143,20209511,27376
2144,10109461,27341
2145,10115246,28301
2146,10103741,27613
2147,10100131,27540
2148,10101556,27520
2149,10107971,27592
2150,20210981,29153
2151,20214301,28540
2152,10117981,28521
2153,10117781,28544
2154,10110016,27330
2155,10113376,27546
2156,10105051,27801
2157,10100711,27614
2158,10104521,27591
2159,10100816,27856
2160,10101206,27604
2161,10103126,27314
2162,30300946,32322
2163,30311041,32835
2164,10110691,28135
2165,40422066,32812
2166,40409891,32825
2167,10115916,28428
2168,20203621,27529
2169,20201751,27539
2170,20208666,27589
2171,20207996,27565
2172,20208126,27536
2173,20207856,27513
2174,20200226,27603
2175,20200646,27520
2176,20212436,29718
2177,20218786,28328
2178,10115776,28365
2179,10114756,28411
2180,10107996,27576
2181,10103856,27615
2182,20200776,27606
2183,10120496,28803
2184,10120886,28786
2185,30308341,32701
2186,20218366,28471
2187,20204706,27529
2188,20215086,27830
2189,20214371,28586
2190,20200926,27520
2191,10109771,27317
2192,10100341,27581
2193,10105016,27344
2194,20207046,27606
2195,20205611,27511
2196,10104681,27540
2197,10117181,28512
2198,10108291,27803
2199,10105316,27560
2200,10100311,27856
2201,10107181,27609
2202,10114096,28403
2203,20218881,28451
2204,20204106,27856
2205,10108321,27592
2206,30317091,33774
2207,10109141,27316
2208,20213766,28523
2209,40402446,34655
2210,40401771,33767
2211,40412606,33844
2212,30310391,34759
2213,20204006,27520
2214,20202696,27609
2215,10105661,27615
2216,20208841,27526
2217,20201886,27573
2218,20209801,28338
2219,20209041,27330
2220,20202631,27520
2221,20217971,27546
2222,20209641,27505
2223,30307301,32765
2224,30310991,34711
2225,30308181,32784
2226,30309001,32778
2227,10121101,28570
2228,10103881,27520
2229,40401041,34429
2230,40424281,32824
2231,20203011,27540
2232,40422506,33825
2233,10105806,27520
2234,30312951,34446
2235,30324651,33872
2236,30304996,33781
2237,40400796,34491
2238,40405391,34653
2239,40407141,32750
2240,40420686,32820
2241,40423536,34759
2242,40410591,33837
2243,40414291,34653
2244,40404451,34698
2245,20205231,27563
2246,20203966,27613
2247,20215636,27530
2248,40411271,34761
2249,20213146,27203
2250,20216256,28557
2251,20200416,27591
2252,20210541,29541
2253,20209056,28358
2254,10108196,27573
2255,20201916,27526
2256,30304406,33759
2257,30314751,33777
2258,10104936,27513
2259,10110091,28379
2260,10103321,27604
2261,10113186,28405
2262,40407221,32712
2263,10103171,27603
2264,10103196,27542
2265,10113756,27534
2266,30311511,34759
2267,30300436,34481
2268,30308886,32792
2269,20208161,27610
2270,20212356,28387
2271,20208736,27591
2272,20205471,27604
2273,30314446,33756
2274,10109446,28340
2275,30324751,33844
2276,10113931,28546
2277,30301646,33781
2278,20201586,27615
2279,40420876,32713
2280,40405706,33707
2281,10101921,27607
2282,10116546,28512
2283,30314571,34668
2284,10115691,28532
2285,10103901,27616
2286,30309796,32825
2287,30305316,33710
2288,30315536,33771
2289,30319796,32808
2290,30315696,33764
2291,10107631,27513
2292,10110766,28383
2293,40422711,32835
2294,20212921,28351
2295,40421356,32714
2296,20205206,27609
2297,20217441,28546
2298,20203606,27549
2299,20220946,28657
2300,20221086,28716
2301,20220041,28704
2302,40402106,33710
2303,30304791,33771
2304,30312861,32643
2305,30308296,32701
2306,10120161,28721
2307,10111431,27203
2308,30318986,32701
2309,30305326,34684
2310,10113481,28570
2311,20212556,29154
2312,40402366,34655
2313,40414826,34653
2314,20208946,29550
2315,20201541,27614
2316,20205281,27609
2317,40401201,34601
2318,10106566,27616
2319,30315021,34637
2320,30318476,33771
2321,30318211,33763
2322,10119266,28778
2323,30301031,34442
2324,30301641,33776
2325,10104256,27312
2326,30315381,33776
2327,30314641,34639
2328,30304296,34698
2329,30302186,34698
2330,30306001,33541
2331,40403521,34236
2332,40403236,34684
2333,10102036,27603
2334,10101806,27537
2335,10112231,29583
2336,10108921,28358
2337,10118521,28409
2338,20219556,28806
2339,20203636,27597
2340,20202491,27526
2341,20210696,29501
2342,40409521,33825
2343,40423046,33852
2344,40418291,34685
2345,40411836,32809
2346,40406351,34698
2347,40413461,32327
2348,40419466,32765
2349,20207651,27560
2350,20218081,28382
2351,30304221,33710
2352,30313986,33541
2353,20219311,28748
2354,20207106,27615
2355,40414236,33759
2356,10119671,28787
2357,20208211,27520
2358,20201621,27592
2359,20201406,27856
2360,40402306,33773
2361,20209106,28352
2362,30312946,34479
2363,10118726,28748
2364,40402096,34639
2365,40404871,33761
2366,10116086,28303
2367,10118111,28365
2368,30302831,33756
2369,10110086,29570
2370,30313541,34436
2371,10119801,28704
2372,40402026,34684
2373,20214771,27534
2374,20202336,27513
2375,20218536,27530
2376,20201331,27573
2377,40417131,34683
2378,10106116,27606
2379,10112411,29506
2380,10105146,27591
2381,10108046,27520
2382,10101031,27513
2383,10114991,28411
2384,10105251,27525
2385,10107071,27560
2386,30300546,34465
2387,10113361,28412
2388,20202001,27603
2389,40408586,32817
2390,10116441,28516
2391,10108896,28387
2392,30312411,33859
2393,40414116,33556
2394,40403651,34691
2395,40421491,32726
2396,40408081,32707
2397,20200556,27615
2398,40413441,34491
2399,20215021,28348
2400,20212096,27203
2401,40413031,32113
2402,10109296,28340
2403,10111506,29505
2404,30300986,32667
2405,10117206,28443
2406,20216131,28570
2407,20215456,28348
2408,20218911,28586
2409,10113371,28572
2410,10102126,27529
2411,10101331,27565
2412,10109081,28374
2413,10113461,28412
2414,10107581,27608
2415,20203716,27591
2416,20214836,28405
2417,10117661,28390
2418,10112056,28374
2419,30316476,33713
2420,30313031,34601
2421,40414471,34691
2422,40405621,34691
2423,20206716,27609
2424,20210421,27316
2425,30300496,34434
2426,30305166,33762
2427,30303316,34684
2428,30301636,34652
2429,20202586,27526
2430,20218821,27501
2431,20216146,28328
2432,10107781,27587
2433,10103706,27576
2434,30319361,32714
2435,10119926,28806
2436,20211746,27306
2437,40422821,34734
2438,10114686,28557
2439,10103606,27573
2440,40415236,34691
2441,30302601,34639
2442,30301736,34683
2443,10105416,27577
2444,10116986,28412
2445,10115616,28425
2446,10106541,27613
2447,10101481,27312
2448,10100561,27545
2449,20205286,27536
2450,20208981,29501
2451,40406666,32763
2452,40400341,32628
2453,10101671,27613
2454,10115431,28451
2455,10114741,27530
2456,30308906,32810
2457,30313701,34472
2458,10112121,28379
2459,10109466,27330
2460,30307256,32750
2461,30313076,34452
2462,10119666,28806
2463,30305261,33706
2464,30323846,34760
2465,10114571,27506
2466,40424791,33837
2467,40408781,32817
2468,30319556,32738
2469,20209381,27330
2470,40414916,33777
2471,40401611,34653
2472,40402246,34695
2473,20219351,28806
2474,40410326,32829
2475,40414866,33710
2476,40417981,33708
2477,40402811,34639
2478,40423126,34761
2479,40422196,32825
2480,30305911,33771
2481,30315006,34683
2482,10100956,27597
2483,10100421,27501
2484,10103761,27520
2485,40417376,33708
2486,40405771,33709
2487,10110381,29580
2488,30310946,33870
2489,30317256,34685
2490,10113116,28334
2491,10111766,29161
2492,20201716,27610
2493,40419126,32828
2494,20200706,0
2495,20210106,29505
2496,40422696,32835
2497,20218016,28341
2498,40406976,32725
2499,20205721,27610
2500,20219256,28787
2501,20210066,29536
2502,40409851,33844
2503,40419541,32701
2504,40402111,34652
2505,40403016,33709
2506,10105861,27613
2507,10109331,29565
2508,20201826,27529
2509,40422596,32825
2510,10102846,27514
2511,20209486,29040
2512,20211781,29511
2513,10101146,27526
2514,10105621,27856
2515,30304886,33773
2516,30309716,32825
2517,10102491,27573
2518,10115786,27530
2519,10103391,27504
2520,10105191,27511
2521,10103031,27513
2522,10105026,27856
2523,10102466,27540
2524,10115726,27546
2525,10112631,29536
2526,10107966,27540
2527,40407516,32826
2528,20209251,29154
2529,40406856,32828
2530,40405201,33708
2531,40407536,32750
2532,10119281,28701
2533,30302366,34668
2534,30313176,34432
2535,20204026,27312
2536,40401411,33710
2537,40414756,33712
2538,20205826,27577
2539,20204031,27616
2540,10101121,27520
2541,30314661,33760
2542,30301586,33774
2543,40418891,33702
2544,40402806,33782
2545,20201501,27536
2546,40403146,34695
2547,30304201,33715
2548,30324556,33844
2549,30303356,33782
2550,10108746,28345
2551,10113731,28412
2552,10108836,28379
2553,30313591,34446
2554,30320921,32701
2555,40421126,32708
2556,40420351,32720
2557,40413401,34461
2558,40400856,34480
2559,40412801,34480
2560,40402656,33708
2561,20205756,27591
2562,20210796,28170
2563,40424031,34786
2564,40408131,32817
2565,40409406,32826
2566,40411386,32824
2567,40403516,33782
2568,20209666,29505
2569,40413426,34448
2570,40413341,34446
2571,30312816,34604
2572,30304156,33701
2573,30313881,32628
2574,30309276,32819
2575,10113071,28412
2576,10107851,27520
2577,20219106,28778
2578,20219421,28804
2579,40406956,32779
2580,40409541,32822
2581,40414591,33782
2582,20206041,27511
2583,20215686,28401
2584,20213601,28409
2585,30319511,32701
2586,10120211,28745
2587,30315071,34652
2588,30314101,33709
2589,30305381,33771
2590,20211731,28379
2591,20203521,27856
2592,20204111,27615
2593,10113276,28456
2594,10114526,28425
2595,20202931,27501
2596,40413376,34431
2597,20209126,28338
2598,10101486,27511
2599,10119516,28777
2600,20201906,27597
2601,40415741,33713
2602,40419531,32750
2603,10110186,29505
2604,10106746,27612
2605,10100111,27807
2606,10121066,28411
2607,10115736,28472
2608,20206901,27613
2609,10118671,28777
2610,10109766,28383
2611,10107921,27524
2612,10114216,28412
2613,30322391,34759
2614,10108901,28376
2615,10121081,28403
2616,30320481,32708
2617,20207236,27856
2618,20219336,28801
2619,20215251,28504
2620,30307051,32724
2621,20207561,27617
2622,40423551,32806
2623,10107266,27603
2624,10109726,29505
2625,10101196,27526
2626,10107976,27526
2627,10100276,27603
2628,20201506,27513
2629,10105461,27513
2630,20204721,27511
2631,10104441,27612
2632,20209301,27376
2633,20202796,27502
2634,20214711,28406
2635,20213996,28540
2636,10110111,29728
2637,20220811,28801
2638,20207466,27612
2639,20218006,28328
2640,10120501,28803
2641,20204826,27520
2642,40420191,32726
2643,10104141,27610
2644,20215526,28412
2645,20201416,27573
2646,10111281,29536
2647,10111286,28396
2648,30319191,32712
2649,20213796,28472
2650,30315046,34689
2651,20214486,28409
2652,20203731,27539
2653,30322441,34786
2654,30312956,34491
2655,30305506,33781
2656,30302521,33777
2657,30311646,34787
2658,40402626,34698
2659,40416911,34685
2660,40413236,34465
2661,30310121,34714
2662,30304111,33762
2663,30322966,34711
2664,10107136,27616
2665,30321656,34786
2666,20200701,27511
2667,40420511,32735
2668,30300286,34472
2669,10120506,28803
2670,30315811,34655
2671,10118971,28803
2672,30320406,32712
2673,40414716,33710
2674,40423836,34786
2675,40401601,33549
2676,30308991,34788
2677,30322531,33897
2678,40423076,32822
2679,20201446,27519
2680,30316556,33764
2681,40414701,33777
2682,10114081,27530
2683,40410331,32832
2684,40401851,33541
2685,40415846,33764
2686,30314851,34685
2687,30323666,32825
2688,40415371,33773
2689,30324546,32818
2690,20201126,27513
2691,30300751,34472
2692,40405641,33542
2693,40415466,33707
2694,40415101,34698
2695,30324411,33825
2696,40423686,33872
2697,30316456,33761
2698,40417281,34684
2699,40409661,33825
2700,20220301,28757
2701,40411086,33872
2702,40402426,34691
2703,30319896,32725
2704,20205846,27614
2705,40414426,34639
2706,20219181,28787
2707,30315336,34653
2708,30311271,34787
2709,30311086,33870
2710,10121086,28586
2711,30302941,33710
2712,40413726,34461
2713,40416936,33761
2714,40414656,33782
2715,40408226,32792
2716,20204316,27613
2717,40418776,33770
2718,40411921,33844
2719,40415576,33540
2720,40417776,33765
2721,40400746,34465
2722,40419291,32726
2723,20205306,27519
2724,30315961,33710
2725,40410461,33827
2726,20204576,27540
2727,20204371,27610
2728,40405546,33756
2729,20210711,28373
2730,30318436,33761
2731,30314616,34668
2732,30316266,33765
2733,10115036,28412
2734,30316086,33761
2735,30323801,34736
2736,10110376,29550
2737,10101191,27609
2738,10119186,28805
2739,10119436,28732
2740,10105556,27603
2741,20206351,27545
2742,30301446,33707
2743,40408191,32725
2744,30319311,32725
2745,30307711,32828
2746,40400951,34452
2747,40421426,32751
2748,40408176,32810
2749,40422121,32821
2750,30320266,32789
2751,30303746,34655
2752,30306481,32703
2753,30300111,34453
2754,40409836,34786
2755,40404971,33707
2756,40421771,32712
2757,10109706,29501
2758,10116776,28512
2759,40402901,34653
2760,10108671,29574
2761,30318841,33541
2762,30320261,32750
2763,30305946,33770
2764,30318926,32792
2765,30322081,33843
2766,40410091,32837
2767,40418586,33781
2768,40400481,34472
2769,10119786,28777
2770,30302406,33772
2771,30310501,33853
2772,30301351,33704
2773,30305816,33540
2774,30302951,33709
2775,10102316,27527
2776,10107651,27511
2777,10101001,27513
2778,10110986,29501
2779,10103646,27606
2780,30315936,33781
2781,10100846,27615
2782,40402416,34655
2783,40416776,33764
2784,40405226,34652
2785,10117356,28412
2786,40424121,32821
2787,40418241,34698
2788,10113686,28306
2789,40404181,34638
2790,40422786,34747
2791,40413711,34442
2792,30300856,32159
2793,30318271,33715
2794,20216021,28540
2795,40422536,34711
2796,20210301,29550
2797,40424671,33837
2798,40423386,34761
2799,20219386,28715
2800,40415461,33782
2801,30303856,33761
2802,20215481,28562
2803,30300211,34446
2804,10112906,28326
2805,30323171,33872
2806,30312346,33872
2807,10116191,28405
2808,30300221,32643
2809,30310246,34786
2810,30303426,33703
2811,40422421,34748
2812,40410741,32837
2813,40403551,33781
2814,20202061,27562
2815,20213666,28540
2816,40400431,34491
2817,40419576,32765
2818,40415721,34638
2819,20219866,28804
2820,40411486,34748
2821,40402211,33764
2822,20218501,27863
2823,40402706,33707
2824,40404991,33778
2825,40418121,33772
2826,20204931,27612
2827,20205076,27569
2828,40416476,33710
2829,40403546,33709
2830,40406176,33541
2831,40423766,34759
2832,40400751,34491
2833,40414021,34420
2834,40419121,32765
2835,40407721,32714
2836,20204356,27511
2837,10113151,27501
2838,10113886,28314
2839,20203766,27513
2840,10110301,29150
2841,10101906,27607
2842,20201086,27344
2843,10107091,27560
2844,30307281,32810
2845,10118701,28803
2846,30302551,33707
2847,30303136,33710
2848,30305596,33756
2849,30317206,33711
2850,30305906,33709
2851,30308686,32714
2852,30322906,34711
2853,10102091,27604
2854,40411166,34748
2855,40418006,33705
2856,10120631,28779
2857,30307346,32779
2858,30321516,32778
2859,30301436,33759
2860,10113156,28512
2861,30315656,34639
2862,10104586,27511
2863,30318676,34655
2864,30316216,33774
2865,40420321,32750
2866,40421181,32792
2867,40413406,34461
2868,40415346,33756
2869,40421056,32784
2870,40404116,33781
2871,20205571,27545
2872,20221076,28804
2873,30306326,32712
2874,20219406,28748
2875,10101441,27591
2876,30307206,32712
2877,20203911,27615
2878,40403826,33709
2879,20220286,28716
2880,40416346,33714
2881,40416641,33711
2882,40416206,33714
2883,10100541,27615
2884,30322961,33876
2885,10105311,27856
2886,40419301,32776
2887,20211016,28374
2888,20209091,27203
2889,30318186,33709
2890,30316241,33710
2891,10101561,27536
2892,30304911,33711
2893,30324596,34714
